"","Location","Sex","Age","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q27_1","Q27_2"
"679","Center","male","65+",0,0,-2,1,0,0,-2,0,0,-2,0,-2,1,-2,0,0,-1,-1,-2,0,-1,-2,-1,0,1,0,1
"680","Tel Aviv","female","65+",2,2,-2,1,1,1,-2,-2,1,-2,-2,NA,1,-2,1,1,0,1,-2,1,0,-2,1,-1,1,-1,1
"681","Tel Aviv","female","65+",-1,0,-2,-1,0,0,-2,-1,-1,-1,1,NA,0,-1,0,0,0,1,-2,-1,0,-2,0,-2,0,0,0
"682","Center","male","65+",1,1,-1,0,1,1,-1,1,0,-1,-1,-1,0,-2,0,0,-2,-1,-1,-2,-2,-2,-1,-2,-2,-1,-1
"683","South","female","65+",0,1,-2,0,1,0,-2,-2,0,-1,0,-2,0,-2,0,1,0,0,-2,-2,-2,-2,1,-1,1,NA,NA
"684","Jerusalem","female","65+",-2,0,-2,1,1,0,-2,1,0,-1,-1,-2,0,-2,0,1,1,-1,1,1,-2,-2,1,1,1,-1,-1
"685","Tel Aviv","female","65+",-2,1,-1,1,1,0,-2,-2,1,-1,0,-2,0,-2,0,0,1,NA,-2,-2,-2,-2,1,1,0,0,0
"686","Tel Aviv","male","65+",-1,0,-1,1,1,1,-1,-2,-1,-2,-1,-1,0,-1,1,1,0,0,-1,-2,-1,1,-2,-1,0,-1,-1
"687","Tel Aviv","female","65+",0,1,NA,1,1,-2,-2,NA,NA,NA,NA,-1,-1,-2,-1,NA,NA,NA,NA,NA,NA,-1,0,NA,1,-1,0
"688","Jerusalem","female","65+",0,1,-1,1,0,0,-1,-1,-1,-2,-1,-1,-1,-1,0,1,1,1,NA,-2,0,1,-2,-1,1,0,0
"689","Haifa","female","65+",0,1,-1,1,1,1,-2,0,0,-2,1,-2,1,-2,1,1,0,0,-2,1,-2,-2,1,1,1,1,0
"690","Judea and Samaria","male","65+",1,1,-1,0,0,1,-1,-1,0,-1,0,-1,-1,-2,0,0,0,0,-1,-1,-2,-2,1,0,0,-1,-1
"691","Tel Aviv","female","65+",1,1,0,1,1,0,-1,-1,0,-2,0,-2,-1,-2,-2,0,-1,0,0,1,-1,-2,1,1,-1,NA,NA
"692","North","male","65+",1,1,-2,0,0,1,NA,-1,-1,0,0,0,0,NA,1,1,0,1,-1,-1,-2,1,-2,1,1,-2,-2
"693","Tel Aviv","male","65+",1,1,-1,1,1,0,-1,0,0,0,-1,-1,-1,-2,-1,0,0,0,-2,1,-2,-2,-2,0,-2,-1,0
"694","Tel Aviv","female","65+",-2,1,-1,1,1,-1,-2,NA,0,-1,NA,-2,1,-2,1,1,1,0,-1,1,NA,-1,0,-1,1,0,0
"695","Haifa","female","65+",1,2,0,1,1,0,0,1,0,0,-1,-2,-1,-2,0,1,1,-1,1,1,-2,-2,1,-1,1,-1,0
"696","South","female","65+",0,-1,-1,-2,0,-1,-2,1,0,0,1,-1,1,-2,-1,NA,0,0,-2,0,-2,-2,1,1,1,1,1
"697","Center","female","65+",1,1,NA,1,1,-1,-1,NA,-1,-2,-1,-1,-1,-2,-1,NA,NA,-1,-1,0,-1,-1,0,0,-2,-1,NA
"698","Tel Aviv","female","65+",-1,2,-2,1,NA,1,-2,-2,-1,-1,NA,-1,0,-1,1,NA,0,NA,NA,-1,-2,1,-2,1,1,NA,-1
"699","Center","male","65+",1,1,-1,0,0,-1,-1,1,0,-2,-1,-2,-1,-2,0,0,0,NA,0,1,-2,-2,-1,-2,0,1,0
"700","Tel Aviv","female","65+",-1,1,-2,NA,0,-1,-2,0,0,-2,-1,-2,0,-2,0,1,0,1,-2,1,NA,-1,1,1,1,0,1
"701","South","male","65+",0,1,-2,0,NA,0,-2,-2,0,-2,-1,-2,0,-1,0,1,-1,0,0,-2,-2,0,-1,1,-1,-1,-1
"702","Haifa","female","65+",1,1,0,1,1,-1,-1,0,0,0,1,-1,0,-1,0,0,NA,NA,-2,1,-1,-2,0,-2,0,0,0
"703","Haifa","female","65+",0,0,-2,1,1,0,0,-1,0,-2,0,-2,0,-2,1,0,0,1,-2,0,-2,-1,1,-2,1,-1,-1
"704","Tel Aviv","male","65+",1,0,-1,1,1,0,-2,-1,-1,-1,0,-2,0,0,0,NA,0,0,1,-2,-2,-2,-1,1,-1,0,0
"705","Haifa","female","65+",0,0,NA,-2,1,0,0,-1,-2,-2,-1,-2,-1,-2,0,0,-1,-1,-1,-2,-2,-2,1,-1,-2,0,-1
"706","Jerusalem","female","65+",0,0,0,1,1,0,0,-1,0,-1,-1,-1,0,-2,0,1,1,0,0,1,-2,-2,0,0,-1,-1,0
"707","Jerusalem","male","65+",0,1,-2,1,-1,1,-1,-1,0,-2,1,-2,0,-2,0,0,0,-1,-2,-2,0,-2,1,-2,1,1,-1
"708","Tel Aviv","male","65+",1,2,0,1,1,1,-1,-1,0,-2,0,-2,-1,-2,-2,-1,0,0,-2,1,0,-2,1,-2,1,-1,-1
"709","Haifa","male","65+",1,1,-2,0,1,0,-1,-1,-1,-1,0,-1,-2,-1,-2,1,0,0,-2,1,1,-1,-1,-1,1,0,0
"710","Center","female","65+",NA,-1,-1,NA,NA,-1,-2,1,1,NA,-1,1,-2,-2,-2,1,-1,NA,NA,NA,-1,-1,NA,NA,NA,NA,-2
"711","South","male","65+",0,1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,-2,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,-1
"712","Tel Aviv","male","65+",1,1,-1,1,1,-1,-1,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,-2,-2,-1,-2,0,0,0,1
"713","North","female","65+",0,1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1
"714","Tel Aviv","male","65+",0,1,-2,1,0,0,-1,-1,-1,-1,0,-1,0,-2,1,1,0,-1,-2,NA,-1,-1,0,1,-1,0,NA
"715","Center","male","65+",1,0,0,1,1,1,-2,0,1,0,0,1,0,-1,0,0,0,-1,1,1,1,-2,1,0,1,-1,1
"716","South","male","65+",-1,0,-1,-1,-1,0,-2,1,1,-1,0,-1,1,-1,0,1,1,0,-2,1,-2,-1,0,-1,0,0,0
"717","South","male","65+",0,1,-2,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-2,-1,-1,-2,1,0,1,1,1
"718","Center","female","65+",-1,1,-2,-1,0,0,-2,-1,0,-2,-1,-2,1,-1,1,1,1,0,-2,-2,-2,1,-2,-1,1,0,-1
"719","Center","male","65+",0,1,-2,1,1,0,-1,-1,-1,-1,0,-2,0,-2,0,1,0,1,0,-1,-1,0,-1,-1,-1,0,1
"720","Center","female","65+",0,-1,-1,-2,0,0,-2,0,NA,NA,NA,NA,-1,-1,-1,NA,-1,NA,-2,-2,-2,-2,-2,-2,1,0,1
"721","Haifa","male","65+",0,1,-1,0,0,0,-1,NA,-1,-2,0,-2,-1,-1,0,1,0,0,-1,-1,-1,1,-2,NA,-1,0,NA
"722","North","male","18-24",-1,0,-1,1,1,0,-2,-2,0,-1,0,1,0,-1,0,1,0,0,-1,1,-1,-2,0,0,0,0,NA
"723","Center","male","25-34",0,1,0,0,1,0,-2,0,-1,NA,-1,-1,NA,-2,-1,NA,-1,NA,0,-1,-2,NA,NA,-2,-2,-1,NA
"724","Tel Aviv","male","25-34",0,1,-1,1,0,0,-2,1,0,NA,-2,-2,0,-2,0,NA,-1,NA,-1,0,-2,-2,-2,1,0,-1,NA
"725","Center","male","25-34",NA,1,0,1,0,0,-2,-2,1,NA,NA,-1,NA,-1,0,NA,0,NA,0,0,-2,NA,NA,1,1,0,NA
"726","Center","male","25-34",1,1,NA,0,0,1,-2,1,-1,NA,NA,-1,0,-1,0,NA,0,NA,-1,-1,-1,0,-1,NA,0,0,NA
"727","Center","male","25-34",1,1,0,0,1,-1,-2,0,0,NA,NA,-1,NA,-2,NA,NA,0,NA,-1,-1,-1,0,-1,0,0,NA,NA
"728","Center","male","25-34",0,1,-1,0,1,0,-2,1,0,NA,NA,0,NA,-2,0,NA,NA,NA,-2,NA,-1,-1,-1,-1,1,NA,NA
"729","Haifa","male","25-34",0,-1,-1,0,0,-2,-2,1,1,0,0,0,0,-1,0,1,0,1,-2,1,0,-1,0,1,0,0,1
"730","Center","male","35-44",0,1,-1,0,0,-2,-1,1,1,1,0,1,1,-2,0,1,1,1,-2,0,-2,1,-2,0,1,0,0
"731","Center","female","35-44",1,1,-1,1,1,0,-1,1,0,NA,0,1,NA,-2,NA,NA,-1,NA,-2,1,0,1,1,NA,1,NA,NA
"732","Haifa","female","35-44",-2,1,-1,1,1,-1,-2,NA,0,NA,NA,-1,NA,NA,-1,NA,NA,NA,-2,1,-1,1,-1,NA,1,-1,NA
"733","Haifa","female","35-44",0,0,-1,0,1,0,-2,1,-1,0,1,-1,-1,-2,0,1,-1,0,0,-2,0,-2,1,-2,1,-1,0
"734","Center","female","35-44",0,1,-1,0,0,0,-2,1,0,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,-1,0,-1,1
"735","Tel Aviv","female","35-44",0,0,0,1,1,-1,-2,0,0,NA,0,NA,NA,-2,NA,NA,NA,NA,-1,1,NA,1,1,NA,1,NA,NA
"736","Haifa","female","35-44",-1,-1,-2,-2,-2,-1,-2,-1,1,NA,1,1,NA,-1,1,NA,1,1,-2,1,0,0,0,-2,1,1,NA
"737","Judea and Samaria","female","35-44",-1,1,-2,1,1,0,-2,-2,1,NA,1,1,1,1,1,NA,-1,-1,-2,1,1,-1,-2,1,1,-1,NA
"738","Center","female","35-44",0,1,-1,1,1,0,-2,0,0,NA,-1,0,NA,-2,0,NA,NA,NA,-1,0,NA,-1,0,-2,1,NA,NA
"739","Center","female","35-44",1,1,-1,1,1,-1,-2,-1,-1,NA,0,-1,NA,-1,-1,NA,-1,NA,NA,1,NA,1,-2,0,0,NA,NA
"740","Center","female","35-44",0,1,-1,1,1,0,-2,0,-1,NA,0,0,NA,-2,NA,NA,-2,NA,0,1,NA,NA,NA,NA,0,NA,NA
"741","Jerusalem","male","35-44",-1,0,0,1,1,-1,-2,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,-2,1,-2,0,-1,NA,1,-1,0
"742","Center","male","35-44",0,0,-1,0,-1,-1,-2,-1,0,NA,0,1,NA,-2,NA,NA,0,NA,-1,-1,0,-1,-1,0,0,NA,NA
"743","Tel Aviv","male","35-44",0,0,-1,0,0,-1,-2,0,0,NA,0,-1,NA,-2,0,NA,NA,NA,-2,1,0,0,-1,-1,0,-1,NA
"744","Center","male","35-44",0,1,0,NA,1,0,-2,0,0,NA,NA,-1,NA,-2,NA,NA,-2,NA,NA,NA,NA,NA,NA,0,-1,NA,NA
"745","Center","female","35-44",1,2,0,1,1,0,-2,0,-2,NA,-1,-2,NA,-2,NA,NA,-2,NA,-1,-1,0,1,-2,-2,-1,-1,NA
"746","Jerusalem","female","35-44",0,1,1,0,0,0,-2,0,0,NA,NA,NA,NA,-2,-1,NA,-1,-1,NA,1,0,0,-1,-1,0,0,NA
"747","Tel Aviv","female","35-44",0,0,0,1,0,-1,-2,1,-2,NA,1,-1,-1,-1,-1,1,1,1,-2,1,-2,-2,1,1,1,1,1
"748","Jerusalem","female","35-44",1,1,-1,1,1,1,-2,1,-1,-1,-1,-1,0,-2,-1,-1,-1,0,-1,0,NA,-2,1,1,0,-1,0
"749","South","female","35-44",NA,NA,-1,0,0,-1,-1,-1,1,-1,-1,-1,1,-2,0,1,0,0,-1,-2,-2,-1,0,1,-1,-2,-1
"750","North","female","45-54",1,1,0,0,1,0,-2,1,0,-1,0,0,0,-2,0,0,0,0,-1,1,-1,-1,1,0,-2,-1,0
"751","Center","male","45-54",0,1,-1,-2,0,0,-2,1,0,-1,NA,0,0,-2,-1,1,-1,-1,-2,-2,-1,0,-2,0,0,-1,-1
"752","Center","female","45-54",0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,NA,0,1,-1,-2,-1,0,-1,0,0,0,0
"753","North","female","45-54",0,1,-1,0,0,0,-1,1,-1,0,0,0,0,-1,0,1,1,1,-2,0,-1,-2,1,0,-1,NA,0
"754","South","male","45-54",0,0,-2,-2,-1,0,-2,1,0,1,0,1,1,0,0,1,0,0,-2,1,1,1,-2,1,1,0,-1
"755","North","female","45-54",0,1,-1,0,1,-1,-1,1,1,-1,-1,1,1,-1,0,NA,0,0,-2,NA,NA,-2,-2,1,1,-1,0
"756","Center","male","45-54",1,1,-1,1,1,-1,0,0,-1,0,-1,-1,0,-2,0,-1,0,0,-1,0,0,-2,0,0,1,-1,NA
"757","Center","female","45-54",1,1,-1,1,1,1,-2,0,1,1,1,0,-1,-2,-1,NA,0,1,-2,-1,0,-2,1,0,0,1,-1
"758","Haifa","female","45-54",0,0,-1,0,1,1,-2,1,-1,-1,0,-1,-1,-2,0,NA,-1,0,NA,1,-2,-2,1,0,1,0,-1
"759","Center","female","45-54",1,1,1,1,1,1,-1,0,0,-1,-1,-1,0,-1,0,NA,1,-1,NA,-2,-2,0,-1,-1,NA,0,NA
"760","Center","female","45-54",NA,1,-2,0,0,0,-1,1,0,NA,-1,-1,0,-1,0,1,1,1,-2,-1,0,-1,0,-1,1,NA,-2
"761","Haifa","female","45-54",0,1,-1,0,0,0,-2,1,0,1,1,-1,-1,0,0,1,0,0,-2,-1,-1,1,0,-1,1,1,1
"762","South","male","45-54",1,2,-1,-1,NA,0,-2,1,0,0,0,-1,0,-2,-1,NA,-1,-1,-2,-2,-2,-2,-1,1,1,0,0
"763","South","female","45-54",1,0,0,0,1,0,-1,1,0,1,-1,1,0,-1,-1,1,0,-1,-1,1,1,1,1,1,-2,-1,0
"764","Tel Aviv","male","45-54",0,0,NA,0,-1,-1,-2,-1,1,NA,0,-1,0,-2,0,NA,0,NA,0,-1,-1,-2,-1,0,1,-1,NA
"765","South","female","55-64",1,1,0,0,1,0,-1,-1,0,NA,NA,-2,0,NA,0,NA,NA,NA,0,1,-1,-2,NA,-1,0,0,-1
"766","Tel Aviv","female","55-64",0,1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,NA,0,0,0,-1,-1,-2,1,-1,0,0,0
"767","South","female","55-64",1,1,-1,1,1,0,NA,1,-1,NA,NA,-1,0,-1,0,NA,NA,NA,1,0,0,-2,-2,-1,-1,0,NA
"768","Jerusalem","female","55-64",0,0,-2,0,1,0,-1,1,0,NA,NA,0,NA,-1,0,NA,NA,NA,-2,-2,1,0,-1,0,1,-1,NA
"769","Tel Aviv","female","55-64",NA,0,-1,0,1,-1,-2,1,0,0,1,-1,1,-2,0,1,0,1,-2,1,1,-2,1,NA,0,0,0
"770","Tel Aviv","female","55-64",-1,NA,-2,1,1,1,-2,-2,-1,NA,NA,NA,NA,-1,0,NA,-1,NA,-2,-1,1,1,-2,-2,-2,NA,NA
"771","South","female","55-64",0,1,0,0,1,-1,-2,1,0,NA,0,0,0,-2,0,NA,0,0,0,-2,-1,-1,-2,-2,-1,-1,1
"772","North","female","55-64",1,1,0,0,1,0,-1,0,-1,-1,-1,-1,0,-2,-1,-1,-1,-1,-2,1,0,0,0,-1,-1,NA,NA
"773","Haifa","male","55-64",0,1,-1,NA,1,-1,-2,1,-1,-1,0,-1,0,-2,-1,1,0,NA,-2,-2,-2,-2,-2,-1,1,-1,0
"774","South","female","55-64",0,-1,-1,-2,-1,0,-2,1,1,-1,-1,-1,1,-1,-1,NA,-1,NA,-2,1,1,-1,NA,-2,-2,0,NA
"775","Tel Aviv","male","55-64",1,0,0,1,1,1,-1,1,0,-2,-1,-2,-1,-2,-1,1,0,-2,-1,-2,-2,-2,-1,-2,0,-1,0
"776","Center","female","55-64",1,1,0,1,1,1,-2,0,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,1,-2,-2,-2,0,-1,-1,-1,-1
"777","Tel Aviv","female","55-64",1,1,-1,1,1,1,-2,1,1,NA,1,-1,0,0,0,NA,0,0,-1,1,1,-2,-1,0,1,NA,NA
"778","North","male","55-64",1,0,-1,0,0,0,-1,1,0,-1,0,-1,-1,-2,-1,0,-1,0,-2,-2,-2,-2,1,-2,1,0,0
"779","South","female","55-64",-1,-1,-2,1,0,0,-2,1,1,1,1,1,1,-2,1,1,0,1,-2,1,NA,-2,1,-2,1,NA,1
"780","Judea and Samaria","male","55-64",1,-1,-2,0,-1,0,-2,0,1,NA,NA,1,1,-1,0,NA,1,1,NA,-2,1,1,-2,NA,-2,NA,1
"781","Tel Aviv","female","55-64",0,-1,-1,0,0,0,-1,1,0,-1,0,-1,0,-1,0,NA,0,1,1,-2,1,-2,-2,-1,1,1,1
"782","Center","male","55-64",1,0,-1,1,0,0,NA,1,1,NA,-1,NA,-1,-1,-1,NA,-1,-1,-2,-2,-2,-1,0,-1,0,-1,0
"783","South","female","65+",1,0,NA,-1,1,-1,-1,NA,0,NA,NA,-1,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","South","female","65+",0,0,0,0,1,0,-2,NA,-1,-2,-1,-2,-1,-2,-1,1,0,-2,1,-1,-2,-2,-2,-2,0,NA,-1
"785","Tel Aviv","male","65+",1,0,-1,0,0,0,-1,0,0,-1,-1,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,NA,1
"786","Tel Aviv","female","65+",0,1,-1,0,0,0,-2,-2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-2,0,-2,-2,1,-2,1,0,-1
"787","Haifa","female","65+",1,1,0,1,1,0,-1,1,-1,NA,-1,-1,NA,-1,-1,NA,-1,NA,0,-2,-2,0,-1,-2,1,-1,NA
"788","Haifa","male","65+",1,0,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-2,-1,NA,-1,-1,-1,-1,-2,-2,1,0,-2,-1,0
"789","North","female","65+",1,1,1,1,1,0,-1,1,-1,NA,NA,0,0,NA,NA,NA,0,NA,NA,1,1,-1,-1,-1,0,NA,NA
"790","South","female","65+",0,0,-1,-1,1,0,-1,1,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,-1,1,NA,-1,0,-2,1,0,NA
"791","Judea and Samaria","male","65+",1,1,-1,0,0,0,-1,1,-1,0,0,0,0,-2,0,1,0,0,-2,-1,-1,0,-1,-2,0,0,0
"792","Center","female","65+",1,1,0,0,0,0,-2,0,0,-1,0,0,0,-1,0,1,-1,-1,0,1,0,-1,1,0,1,0,0
"793","Haifa","female","65+",0,-1,-1,1,1,1,-2,1,0,0,0,0,1,-2,0,0,0,0,-2,-2,-2,-2,1,1,1,0,0
"794","South","female","65+",1,1,-2,0,-1,0,-2,NA,0,0,0,-1,0,-1,0,1,1,1,-2,0,-2,0,0,-2,1,NA,1
"795","Tel Aviv","female","65+",1,1,0,0,1,-1,-2,1,0,-2,0,-2,0,-2,-1,1,-2,NA,0,1,0,-2,-1,-2,-2,NA,-2
"796","North","female","65+",1,1,0,0,0,0,-2,1,NA,NA,0,-1,-1,-1,-1,-1,-1,-1,NA,-2,NA,-2,1,NA,NA,NA,-1
"797","Center","female","65+",1,1,0,0,1,0,-2,1,0,1,1,0,1,-1,1,1,1,1,-2,1,1,-2,1,-2,-2,1,NA
"798","Jerusalem","male","65+",0,-1,-1,-2,-2,1,-2,-1,0,1,0,0,0,-2,0,1,0,NA,-2,-1,0,0,NA,1,1,0,0
"799","Center","male","65+",1,0,0,0,0,0,-2,0,0,NA,-1,-2,-1,-2,-1,NA,-1,-1,-1,-1,-1,0,-1,-1,1,NA,NA
"800","Jerusalem","male","65+",0,NA,-1,0,-2,0,-2,1,1,-1,1,-1,1,-1,1,1,1,1,-2,-2,NA,1,-2,-1,NA,0,NA
"801","Tel Aviv","female","65+",0,0,-1,1,1,0,-2,0,-2,-2,-1,-1,1,-2,1,1,-2,1,-2,-1,-2,-1,0,1,1,-1,1
"802","Jerusalem","male","65+",0,-1,-2,1,1,0,-2,-1,0,NA,-1,-1,0,-1,1,NA,0,0,-1,-1,-1,-2,-1,0,0,0,NA
"803","Center","female","65+",0,1,-1,1,1,1,-2,1,-2,NA,NA,0,-1,-1,0,NA,1,1,-1,0,-2,0,-1,-1,0,NA,NA
"804","Tel Aviv","male","65+",0,0,0,1,1,0,-2,-1,-1,-2,0,-1,1,-2,-1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1
"805","Center","female","65+",0,0,1,1,1,0,-2,1,0,NA,-2,-1,-2,-1,0,NA,1,-2,NA,-2,NA,NA,-1,0,-1,-1,-2
"806","Jerusalem","male","65+",0,0,-1,1,1,1,-2,1,-1,-2,NA,0,-1,-2,-1,1,-1,-1,-1,1,-1,-2,0,-1,0,NA,NA
"807","Tel Aviv","female","65+",1,1,NA,0,1,-1,-2,0,0,NA,-1,-1,-2,-2,-1,0,0,-1,1,1,1,-1,-1,-1,0,NA,NA
"808","Tel Aviv","female","65+",0,1,-1,-1,1,0,-2,1,0,-1,-1,-1,0,-1,-1,NA,-2,NA,-2,1,-2,0,0,0,1,0,NA
"809","Tel Aviv","female","65+",0,1,-1,1,1,-1,-2,1,1,NA,0,-1,0,-1,-1,NA,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Tel Aviv","female","65+",1,2,0,0,1,0,-2,NA,0,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,-2,1,1,-2,1,0,-1,0
"811","Jerusalem","female","65+",0,1,-2,1,-1,1,-2,-2,1,0,-1,-1,0,-1,0,NA,1,-1,-2,-2,1,1,-2,1,0,0,-1
"812","North","male","65+",0,NA,0,NA,1,0,0,-2,-1,-2,0,-2,-1,-2,-1,1,1,-1,NA,-2,1,-2,1,-1,-2,-1,-1
"813","South","female","65+",1,1,-1,0,0,-1,NA,NA,0,-1,NA,-2,0,-2,-1,NA,0,NA,NA,-2,-2,1,-2,NA,1,-1,1
"814","North","male","65+",1,-1,0,1,0,0,-2,0,-1,NA,NA,NA,-1,-1,-1,NA,0,NA,0,-2,NA,1,-2,0,-2,NA,1
"815","Center","female","65+",1,2,-1,1,1,1,-2,1,1,1,-1,0,0,-1,-1,1,1,0,-1,1,-2,-2,1,-2,1,0,1
"816","South","male","65+",2,1,0,0,0,1,-2,1,-1,0,0,-2,0,-2,0,1,0,0,-2,1,-2,-2,1,-2,-1,-1,0
"817","North","female","18-24",2,2,1,1,0,1,0,1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,1,1,1,1,1,1,1,-2,-2
"818","North","male","18-24",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,0,1,1,1,-2,-2
"819","Jerusalem","female","45-54",0,1,0,0,0,0,1,1,0,NA,-1,NA,NA,NA,NA,-2,-2,-2,1,1,1,0,1,1,1,-2,-2
"820","North","male","35-44",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,1,1,-2,-2
"821","Jerusalem","female","45-54",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2
"822","Haifa","male","35-44",1,1,1,1,0,1,1,0,0,-1,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,0,-1,-1,1,-1,0,0
"823","North","male","35-44",2,1,0,1,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,NA,NA,0,1,1,1,1,1,1,-2,-2
"824","Haifa","male","45-54",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,NA,NA,1,1,1,1,1,1,1,-1,-2
"825","North","female","45-54",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2
"826","North","female","65+",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,-2,-2
"827","Jerusalem","female","45-54",-1,1,1,1,1,0,1,1,0,NA,0,NA,0,1,0,-2,0,0,1,1,1,1,0,1,0,1,0
"828","North","female","45-54",2,2,1,1,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1
"829","Center","female","35-44",2,2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,1,1,1,1
"830","North","female","25-34",2,2,1,1,1,1,1,1,-2,0,-1,NA,NA,1,-2,NA,-2,-2,1,1,1,1,1,1,1,-2,1
"831","Jerusalem","male","35-44",1,1,1,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1
"832","Jerusalem","male","35-44",0,1,-1,1,-2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-2,1,-1,-2,-1,-1,-1
"833","North","female","65+",0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","South","female","25-34",1,0,0,-1,-1,-1,-2,-2,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-2,NA,-2,-1,-1,0,1,1,0
"835","South","female","25-34",2,1,-1,-2,1,0,-1,-2,1,0,1,0,1,0,1,0,1,NA,0,1,-1,-2,-1,0,1,-2,-1
"836","Jerusalem","male","25-34",1,2,0,1,1,0,-1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1
"837","Center","male","25-34",-2,-2,NA,-2,NA,-2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,-2,-2,1,NA,-2,1,1
"838","Haifa","male","18-24",2,1,0,-1,-1,0,-2,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1
"839","South","female","65+",0,-2,-2,-1,1,NA,0,-2,NA,-2,-1,0,0,0,0,-1,-2,NA,1,-2,-1,0,1,0,-1,-2,-2
"840","South","female","18-24",1,NA,-2,-1,0,1,-2,-1,0,-1,-2,-2,1,-1,NA,-1,-1,NA,-2,-1,0,1,0,-1,-2,1,0
"841","Haifa","female","18-24",1,-1,-2,-1,0,-1,1,-2,NA,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,0,1,-2,0,1,-1,-2,-2
"842","North","female","18-24",1,-1,-2,NA,-2,0,1,-1,-2,-2,-1,-1,0,0,1,1,0,-1,NA,-1,0,1,-2,-1,0,-2,-2
"843","South","female","25-34",-1,-2,0,1,0,-1,-2,0,-2,-1,0,1,0,-1,-2,-1,0,1,-1,0,1,-2,-1,0,1,-1,-1
"844","Haifa","male","25-34",-2,1,-2,-1,-2,1,-2,-2,1,-2,1,-1,1,-1,1,1,1,1,-2,-2,0,1,-2,1,1,1,1
"845","Judea and Samaria","male","35-44",0,2,-1,-2,-2,-2,1,-2,-2,-2,-1,-2,NA,NA,-1,NA,-2,0,0,-2,-1,-2,NA,-1,-1,-2,0
"846","Tel Aviv","male","25-34",0,-1,-1,-1,1,NA,0,1,0,-2,1,-1,NA,-2,-2,1,1,0,0,1,0,0,-1,0,-1,0,-1
"847","North","female","18-24",1,1,-1,-1,-1,-1,-1,-2,-1,0,0,-2,0,-1,0,1,0,0,-1,-2,0,0,-2,1,1,1,0
"848","North","male","35-44",1,1,0,0,1,0,0,0,-1,-1,-1,-2,-2,-2,-1,0,-1,-1,0,0,-1,0,0,-1,0,NA,NA
"849","North","male","55-64",-2,-2,-1,NA,0,0,-2,1,1,-2,1,-2,0,1,1,0,1,0,1,0,-2,1,-1,1,1,1,-1
